name_ru,iata_code,name_en,is_lowcost,top_destinations
РусЛайн,7R,RusLine,False,"[('NNM-ZIA', 28249107), ('LED-NNM', 20652987), ('KZN-SVX', 13077747), ('SVX-KZN', 12960745), ('ZIA-NNM', 9059106), ('NNM-KZN', 8996710), ('KZN-NNM', 8928170), ('SVX-NNM', 7119341), ('UFA-NNM', 6791215), ('NJC-SVX', 6164768), ('SVX-SCW', 6119464), ('VKO-TBW', 5671914), ('KZN-LED', 5551146), ('SCW-SVX', 5465494), ('LED-KZN', 5388037), ('VKO-MRV', 5262621), ('NNM-SVX', 5099570), ('SVX-NJC', 5048439), ('NNM-UFA', 4700842), ('LED-VKV', 4678759), ('HMA-KZN', 4589219), ('NNM-LED', 4506610), ('TBW-VKO', 4422502), ('ARH-KZN', 4321473), ('VKO-URS', 3962270), ('KZN-ARH', 3802196), ('VKV-LED', 3322043), ('VKO-KVX', 3142527), ('URS-VKO', 3066393), ('VKO-JOK', 3006942), ('NNM-SCW', 2854454), ('SVX-TBW', 2725644), ('SCW-KZN', 2664486), ('JOK-LED', 2655608), ('KZN-SCW', 2652045), ('HMA-LED', 2612077), ('LED-HMA', 2526906), ('KZN-HMA', 2519989), ('TBW-LED', 2400208), ('TBW-SVX', 2355771), ('URS-LED', 2259011), ('NJC-TOF', 2109192), ('SCW-NNM', 2105978), ('ARH-SCW', 2081198), ('KVX-VKO', 1886689), ('SVX-TOF', 1798011), ('LED-TBW', 1652733), ('JOK-VKO', 1624194), ('TOF-SVX', 1621998), ('LED-JOK', 1595064), ('TOF-NJC', 1499100), ('LED-IWA', 1367273), ('SVX-ARH', 1353024), ('LED-IAR', 1341810), ('IAR-LED', 1266047), ('SVX-LED', 1212334), ('LED-SVX', 1207521), ('LED-URS', 1184439), ('KVX-NNM', 1164099), ('SCW-ARH', 1089820), ('NNM-KVX', 1028271), ('ARH-NNM', 1027644), ('NNM-VKV', 981453), ('ARH-SVX', 896814), ('TBW-AER', 862675), ('ARH-MMK', 839599), ('SCW-VKV', 792358), ('IWA-LED', 766611), ('LED-VKO', 718445), ('VKO-AER', 717978), ('URS-MRV', 708185), ('AER-URS', 696357), ('VKV-SCW', 687409), ('VKO-LED', 683254), ('VKV-NNM', 656955), ('EYK-SVX', 630736), ('URS-KZN', 578073), ('AER-TBW', 563228), ('MMK-ARH', 493500), ('URS-AER', 489024), ('MRV-URS', 444620), ('KZN-URS', 394540), ('NNM-ARH', 333488), ('LED-KSZ', 311001), ('AER-VKO', 308720), ('URS-SVX', 301909), ('SVX-URS', 271826), ('SVX-UFA', 224672), ('PEE-NNM', 206794), ('SVX-EYK', 200496), ('URS-KRR', 188242), ('SVX-SVO', 182105), ('VKO-NNM', 177521), ('NNM-VKO', 172157), ('MRV-VKO', 151335), ('KSZ-LED', 151310), ('VKO-VKT', 151047), ('NNM-PEE', 146317), ('KGD-IWA', 142404), ('KRR-URS', 139719)]"
Nordwind Airlines,N4,Nordwind Airlines,False,"[('LED-KZN', 434724792), ('SVO-LED', 426217204), ('KZN-LED', 397665453), ('SVO-KZN', 340854863), ('LED-SVO', 338148842), ('KZN-SVO', 275037195), ('SVO-AER', 269709944), ('AER-SVO', 188250410), ('KZN-AER', 160497750), ('AER-KZN', 109080554), ('SVO-MCX', 106948049), ('LED-AER', 102815944), ('SVO-REN', 96691537), ('LED-UFA', 93742768), ('KUF-AER', 93116175), ('UFA-LED', 88030956), ('AER-LED', 86672796), ('MCX-SVO', 84022363), ('KZN-MRV', 73345161), ('AER-KUF', 70261533), ('REN-SVO', 69368329), ('UFA-AER', 66559852), ('SVX-AER', 58082004), ('GOJ-AER', 55051100), ('SVO-MRV', 54551893), ('AER-UFA', 51282082), ('MRV-KZN', 48327900), ('AER-SVX', 47744377), ('LED-GOJ', 44459086), ('LED-MCX', 39693913), ('AER-GOJ', 39588345), ('GOJ-LED', 36917463), ('MRV-SVO', 35587455), ('KZN-MCX', 32854336), ('LED-KUF', 32551015), ('LED-OMS', 30106571), ('SVO-UFA', 26516209), ('TJM-AER', 26478716), ('MCX-LED', 26390890), ('CEK-AER', 24910672), ('KUF-LED', 24255434), ('MCX-KZN', 23751447), ('AER-REN', 23511631), ('REN-LED', 23241389), ('UFA-SVO', 23128490), ('OMS-LED', 23040029), ('ULV-AER', 22966959), ('UFA-MCX', 22082469), ('AER-CEK', 20912419), ('REN-AER', 20275851), ('AER-TJM', 19613831), ('PEE-AER', 18590453), ('KJA-AER', 18483541), ('SVO-TJM', 18254529), ('AER-KJA', 18041775), ('SVO-KGD', 18005731), ('LED-REN', 17833800), ('OMS-AER', 17655632), ('AER-ULV', 17614714), ('AER-OVB', 16775188), ('AER-OMS', 16347342), ('OVB-AER', 16295829), ('KZN-IKT', 15752892), ('KZN-KJA', 15653347), ('AER-PEE', 15299779), ('KGD-SVO', 15010410), ('KZN-DYU', 14744794), ('KZN-KGD', 14682069), ('KGD-KZN', 14116343), ('TJM-SVO', 13830900), ('MCX-UFA', 13614903), ('KZN-FRU', 13553166), ('CSY-AER', 12904177), ('NBC-AER', 12277217), ('LED-BAX', 11992153), ('KJA-KZN', 11790256), ('KZN-TOF', 11520660), ('IKT-KZN', 11488619), ('LED-NOZ', 10922302), ('AER-CSY', 10769913), ('AER-NBC', 10529022), ('GOJ-MRV', 9560454), ('LED-KEJ', 9373652), ('KZN-OMS', 9358833), ('LED-TOF', 9191363), ('KZN-GRV', 9052300), ('KZN-LBD', 8896616), ('SVO-OGZ', 8728246), ('KZN-OGZ', 8485109), ('FRU-KZN', 8434120), ('OGZ-SVO', 8411261), ('GOJ-MCX', 8258004), ('BAX-LED', 7915280), ('SVO-SVX', 7882004), ('REN-MRV', 7754342), ('KUF-MCX', 7657610), ('KZN-NOZ', 7283700), ('GRV-KZN', 7270834), ('UFA-GOJ', 7251658), ('UFA-OSS', 7116770)]"
Северсталь,D2,Severstal Air Company,False,"[('CEE-LED', 140708957), ('SVO-CEE', 139600101), ('CEE-SVO', 123494936), ('LED-CEE', 117219128), ('DME-CEE', 61688982), ('CEE-DME', 47803935), ('CEE-SVX', 12752693), ('SVX-CEE', 10210184), ('CEE-MMK', 8340289), ('DME-PES', 7651304), ('VKV-LED', 7350343), ('ARH-MMK', 6946198), ('KVK-LED', 6402291), ('LED-VKV', 6335187), ('CEE-KZN', 5566673), ('SVO-KVK', 5448472), ('CEE-KGD', 5092421), ('MMK-CEE', 5083565), ('MMK-ARH', 4759816), ('LED-UCT', 4647342), ('KGD-CEE', 4393289), ('CEE-ARH', 4029295), ('KVK-SVO', 3986886), ('MRV-CEE', 3896789), ('CEE-MRV', 3842811), ('CEE-AER', 3824421), ('PES-SVX', 3100420), ('AER-CEE', 3033843), ('KZN-CEE', 3033427), ('ARH-CEE', 2961166), ('LED-KVK', 2224608), ('UCT-LED', 2143191), ('MMK-VKV', 2139988), ('CEE-MSQ', 2075726), ('VKV-MMK', 1905084), ('PES-DME', 1852460), ('MSQ-CEE', 1661078), ('PES-SVO', 1645264), ('PES-MRV', 1634754), ('PES-KGD', 1542648), ('PES-AER', 1532856), ('SVO-UCT', 1455915), ('SVX-PES', 1263563), ('AER-PES', 1106098), ('LED-SVO', 1034481), ('MRV-PES', 1023435), ('SVO-PES', 1011547), ('CEE-VKV', 982401), ('UCT-SVO', 891794), ('KGD-PES', 851892), ('VKV-CEE', 733599), ('CEE-PES', 713321), ('KVK-DME', 663092), ('MSQ-KLF', 634308), ('ВСЬ-LED', 584030), ('DME-KVK', 552950), ('LED-ВСЬ', 528544), ('SVO-VKV', 455125), ('KLF-MSQ', 448363), ('PES-CEE', 416660), ('VKV-SVO', 398121), ('CEE-GOJ', 366100), ('KZN-LED', 199441), ('CEE-VUS', 180912), ('GOJ-CEE', 177989), ('ВСЬ-MMK', 157796), ('MMK-ВСЬ', 150082), ('DME-SVX', 144611), ('AER-UCT', 144007), ('CEE-SIP', 140285), ('UCT-MRV', 137567), ('VUS-CEE', 127036), ('PES-IGT', 111030), ('UCT-AER', 95770), ('CEE-ВСЬ', 95129), ('MRV-UCT', 89563), ('IGT-PES', 74710), ('CEE-AAQ', 72823), ('ВСЬ-CEE', 67447), ('SVO-ВСЬ', 64022), ('KUF-LED', 62652), ('OVB-LED', 56547), ('PES-SIP', 52931), ('CEE-STW', 52374), ('SIP-CEE', 44632), ('CEE-MCX', 44119), ('OVS-LED', 41427), ('LED-OVS', 40945), ('ВСЬ-SVO', 39624), ('CEK-LED', 37349), ('DME-UCT', 36452), ('UCT-DME', 33325), ('CEK-CEE', 32363), ('AAQ-CEE', 29796), ('PES-AAQ', 26955), ('SVO-VUS', 21439), ('CEE-KUF', 21181), ('SIP-PES', 21115), ('LED-GOJ', 21095), ('UCT-SIP', 15904)]"
S7 Airlines,S7,S7 Airlines,False,"[('DME-LED', 2796634107), ('LED-DME', 2252923152), ('DME-OVB', 1859520839), ('DME-AER', 1732099072), ('OVB-DME', 1661514282), ('AER-DME', 1285988852), ('DME-KZN', 910966817), ('KZN-DME', 704681534), ('DME-UFA', 598850199), ('LED-OVB', 568602162), ('UFA-DME', 564860935), ('OVB-AER', 526804443), ('OVB-LED', 522621292), ('OVB-KJA', 506204636), ('DME-MRV', 471612300), ('KJA-OVB', 471598736), ('AER-OVB', 463820867), ('OVB-IKT', 462371109), ('DME-KUF', 391937530), ('IKT-OVB', 379495591), ('MRV-DME', 327453847), ('OVB-SVX', 325188960), ('SVX-OVB', 324784388), ('DME-IKT', 317544538), ('KUF-DME', 285555162), ('IKT-DME', 270899341), ('DME-KGD', 252856505), ('DME-IST', 234745413), ('IST-DME', 218969718), ('KGD-DME', 206692143), ('DME-OMS', 198750083), ('OMS-OVB', 194383882), ('DME-AYT', 167480411), ('DME-MCX', 167333854), ('PEE-DME', 152473043), ('DME-PEE', 146196475), ('OMS-DME', 144865327), ('DME-GOJ', 144127956), ('GOJ-DME', 138606598), ('AYT-DME', 134195894), ('OVB-OMS', 130963953), ('MCX-DME', 121760883), ('OVB-TJM', 118401774), ('KZN-OVB', 114014835), ('OVB-KZN', 111098346), ('OVB-UFA', 110683546), ('DME-CEK', 109826840), ('TJM-OVB', 109341494), ('KUF-OVB', 108016700), ('DME-KJA', 107014829), ('SGC-OVB', 102516525), ('OVB-VVO', 100877901), ('OVB-CEK', 99181247), ('KJA-DME', 97672622), ('UFA-OVB', 96255025), ('CEK-OVB', 95655514), ('OVB-SGC', 95150120), ('LED-IKT', 94487694), ('CEK-DME', 89214492), ('OVB-KUF', 89154901), ('DME-SVX', 89041433), ('IKT-LED', 88567484), ('DME-GSV', 88289618), ('OVB-FRU', 81365370), ('SVX-DME', 75907740), ('IKT-BKK', 69765201), ('OVB-MRV', 69452529), ('NJC-OVB', 68782770), ('TOF-OVB', 68089473), ('DME-MMK', 66694372), ('DME-VOG', 65298436), ('VOG-DME', 65218553), ('VVO-OVB', 60116308), ('IKT-VVO', 60027065), ('MMK-DME', 57010423), ('OVB-OSS', 56786918), ('IKT-AER', 55826999), ('BAX-OVB', 55227645), ('OVB-KHV', 54648206), ('DME-OGZ', 53871266), ('MRV-OVB', 52546227), ('GSV-DME', 51368676), ('UUD-DME', 50250387), ('KJA-IKT', 49941127), ('OVB-UUD', 49910138), ('AER-IKT', 48052112), ('OVB-PEE', 47890374), ('DME-TOF', 47855759), ('NOZ-OVB', 45038398), ('IKT-KJA', 43982472), ('PEE-OVB', 43951879), ('KEJ-OVB', 43786244), ('OGZ-DME', 40778677), ('DME-UUD', 39751373), ('OVB-AYT', 38710108), ('DME-NUX', 38483119), ('DME-BAX', 38436813), ('FRU-OVB', 38209702), ('OVB-NJC', 37499680), ('BKK-IKT', 35820982)]"
SmartAvia,5N,SmartAvia,False,"[('SVO-LED', 532280435), ('LED-SVO', 415975773), ('SVO-AER', 271685680), ('KZN-LED', 259051530), ('LED-AER', 248191427), ('LED-KZN', 237384647), ('LED-KGD', 222832312), ('SVO-KUF', 219205405), ('LED-KUF', 217845031), ('AER-SVO', 207800092), ('SVO-KZN', 198488819), ('AER-LED', 193919634), ('KZN-SVO', 191565794), ('KUF-SVO', 188789422), ('SVO-SVX', 186080757), ('KGD-LED', 185927144), ('KUF-LED', 185152683), ('ARH-LED', 156433813), ('SVX-SVO', 152768505), ('SVO-OVB', 148194796), ('LED-ARH', 146228988), ('UFA-LED', 143302449), ('LED-SVX', 127079945), ('OVB-SVO', 126933288), ('SVX-LED', 124060293), ('LED-UFA', 120424650), ('SVO-ARH', 116105191), ('ARH-SVO', 109133238), ('SVO-MCX', 100356072), ('LED-MMK', 95516348), ('MMK-LED', 87413795), ('SVO-KGD', 85018076), ('MCX-SVO', 81518985), ('PEE-LED', 73769826), ('CEK-LED', 72403082), ('LED-MRV', 72351798), ('KGD-SVO', 72257583), ('LED-OVB', 69392020), ('MRV-LED', 59818744), ('OVB-LED', 55411590), ('LED-CEK', 48362535), ('LED-GOJ', 46143395), ('KZN-AER', 44705173), ('TJM-LED', 44347112), ('SVO-MRV', 42200214), ('LED-PEE', 40118914), ('SVO-MMK', 38317181), ('GOJ-LED', 37946953), ('AER-KZN', 36465643), ('VOG-LED', 33782565), ('MMK-SVO', 33207868), ('KUF-AER', 30814216), ('LED-VOG', 30287839), ('LED-TJM', 29098787), ('LED-SCW', 28193075), ('UFA-AER', 27745040), ('AER-KUF', 27667361), ('SVX-AER', 27042554), ('SCW-LED', 26928558), ('MRV-SVO', 26105718), ('SVO-UFA', 24556500), ('AER-SVX', 21458573), ('UFA-SVO', 19343831), ('REN-LED', 18768768), ('AER-UFA', 17275993), ('SVO-UUD', 15028289), ('UUD-SVO', 14384702), ('GOJ-AER', 13667239), ('KJA-LED', 11846885), ('LED-KJA', 11670453), ('LED-REN', 10054547), ('SVO-TOF', 9609491), ('TJM-AER', 9600936), ('AER-GOJ', 9021803), ('SVO-KJA', 8764984), ('AER-TJM', 8471819), ('AER-OMS', 7919561), ('KJA-SVO', 7371054), ('OMS-AER', 6965624), ('CEK-AER', 6937252), ('AER-PEE', 6101248), ('ARH-AER', 5885160), ('TOF-SVO', 4603803), ('PEE-SVO', 4528881), ('REN-AER', 4517944), ('AER-OVB', 4376864), ('AER-CEK', 4365889), ('SVO-KRR', 4249970), ('OVB-AER', 4001516), ('AER-ARH', 3956240), ('SVO-ROV', 3721171), ('AER-REN', 3564042), ('PEE-AER', 3431714), ('SVO-PEE', 3340708), ('LED-ROV', 3230410), ('MMK-AER', 3220367), ('SVO-SIP', 3124102), ('VOG-SVO', 2789256), ('AER-MMK', 2753940), ('KGD-MMK', 2704151)]"
"Ural Airlines, Уральские авиалинии",U6,Ural Airlines,False,"[('DME-AER', 4919555645), ('AER-DME', 3839925650), ('DME-SVX', 1948485079), ('SVX-DME', 1817404742), ('DME-LED', 1018992842), ('LED-DME', 830669761), ('SVX-AER', 627924018), ('DME-MRV', 556098473), ('AER-SVX', 468966244), ('DME-KGD', 438100943), ('LED-SVX', 417785557), ('SVX-LED', 408757239), ('MRV-DME', 397575682), ('KGD-DME', 378060691), ('LED-AER', 366993666), ('AER-LED', 317453702), ('LED-KGD', 244537573), ('DME-MCX', 234972627), ('KGD-LED', 219802770), ('MCX-DME', 173317676), ('SVX-MRV', 148811759), ('DME-OVB', 135579794), ('MRV-SVX', 113024948), ('OVB-DME', 107564330), ('ZIA-DYU', 106424579), ('DME-OMS', 88579304), ('DME-GRV', 83278433), ('KUF-AER', 80973164), ('AER-KUF', 79522336), ('KZN-AER', 79211128), ('DME-IKT', 71974243), ('AER-KZN', 70491648), ('ZIA-AER', 59591106), ('OMS-DME', 57601504), ('DYU-ZIA', 56606512), ('IKT-DME', 52499140), ('GRV-DME', 51534097), ('SVX-KJA', 49788580), ('SVX-FRU', 49345885), ('DME-FRU', 48414844), ('ZIA-FRU', 48150789), ('DME-OGZ', 45804133), ('SVX-DYU', 45629280), ('DME-KZN', 45532711), ('SVX-OSS', 42888152), ('CEK-AER', 42642215), ('AER-ZIA', 42339787), ('FRU-DME', 40096285), ('KJA-SVX', 39892477), ('ZIA-LBD', 38745119), ('SVX-KGD', 38636326), ('OGZ-DME', 38301868), ('ZIA-OSS', 38144170), ('SVX-VVO', 37814576), ('FRU-ZIA', 36412646), ('SVX-MCX', 35912777), ('KZN-DME', 35752839), ('AER-CEK', 35471789), ('DME-BAX', 34931850), ('KGD-SVX', 30840609), ('LED-DYU', 30190339), ('DME-SIP', 29115395), ('LED-OSS', 28672638), ('DME-OSS', 28567298), ('ZIA-IST', 27234703), ('IST-ZIA', 26985004), ('SVX-IKT', 26844510), ('FRU-SVX', 25091055), ('OSS-ZIA', 24874739), ('MCX-SVX', 24480702), ('SVX-KHV', 24108704), ('DME-BQS', 23878405), ('ZIA-TAS', 23161719), ('DME-DWC', 22939902), ('LED-VVO', 22344523), ('GOJ-AER', 22293616), ('DME-LBD', 21735545), ('SIP-DME', 21635013), ('LBD-ZIA', 21512701), ('SVX-LBD', 21360559), ('KZN-SVX', 21182149), ('SVX-KZN', 21084152), ('DME-EVN', 21079424), ('BAX-DME', 20200817), ('OSS-SVX', 19796041), ('BQS-DME', 19158498), ('OSS-DME', 19028821), ('OMS-AER', 18962618), ('IKT-SVX', 17990082), ('VVO-SVX', 17883094), ('DYU-SVX', 17719737), ('DME-UFA', 17413128), ('AER-OMS', 17346354), ('UFA-DME', 16360914), ('DME-KUF', 16329778), ('KUF-DME', 16061445), ('AER-GOJ', 16043178), ('DME-ARH', 16010101), ('UFA-AER', 16000310), ('EVN-DME', 15999666)]"
AirBridgeCargo,RU,AirBridgeCargo,False,[]
UTair,UT,Utair,False,"[('VKO-AER', 824399747), ('AER-VKO', 597596143), ('VKO-LED', 583698653), ('LED-VKO', 459090342), ('VKO-SGC', 419693076), ('SGC-VKO', 390990464), ('VKO-MRV', 377071785), ('VKO-UFA', 322406039), ('UFA-VKO', 283792815), ('TJM-VKO', 283563232), ('VKO-TJM', 276025711), ('KUF-VKO', 227236433), ('SVX-UFA', 201738010), ('UFA-SVX', 199101107), ('VKO-EVN', 192879649), ('VKO-KUF', 185963763), ('MRV-VKO', 185784545), ('VKO-GRV', 172092947), ('GRV-VKO', 143684321), ('EVN-VKO', 134605978), ('VKO-TAS', 130113435), ('SGC-LED', 122625811), ('VKO-GYD', 118771968), ('VKO-KJA', 118122543), ('SGC-SVX', 115987118), ('KZN-UFA', 114338468), ('UFA-KZN', 114326339), ('LED-SGC', 108180668), ('SVX-SGC', 107320691), ('KJA-VKO', 105800812), ('TJM-SGC', 104808317), ('GRV-IST', 103427335), ('SGC-TJM', 100265163), ('SGC-AER', 92329078), ('AER-SGC', 92163904), ('SGC-UFA', 87611977), ('TAS-VKO', 81081515), ('GYD-VKO', 80667973), ('SVX-KUF', 79872017), ('UFA-SGC', 78320519), ('OVB-SGC', 71963307), ('IST-GRV', 71285763), ('SGC-OVB', 66138753), ('TJM-AER', 64687912), ('VKO-DYU', 64228636), ('KUF-SVX', 63880841), ('KJA-OVB', 61336067), ('OVB-KJA', 59629870), ('SVX-TJM', 57574800), ('KJA-IKT', 57234375), ('UFA-TJM', 56777184), ('TJM-SVX', 49119204), ('AER-TJM', 48712029), ('TJM-UFA', 44410083), ('VKO-NJC', 44099407), ('VKO-HMA', 43800167), ('IKT-KJA', 43248666), ('AER-EVN', 41860893), ('SGC-KUF', 37939732), ('KUF-SGC', 35198340), ('VKO-SCW', 34527043), ('VKO-MCX', 33641038), ('DYU-VKO', 32824878), ('SGC-OMS', 32181018), ('TJM-HMA', 31009685), ('UFA-KUF', 30933019), ('HMA-VKO', 30725498), ('LED-GYD', 30671562), ('EVN-AER', 29650764), ('KJA-SGC', 29322254), ('SGC-KJA', 27687967), ('KZN-TJM', 27185014), ('TJM-KZN', 27037259), ('SCW-VKO', 26612357), ('HMA-SVX', 26035021), ('KUF-UFA', 25705943), ('OMS-SGC', 25445413), ('OVB-IKT', 25313244), ('NJC-VKO', 24508891), ('SVX-HMA', 23036572), ('HMA-TJM', 22788131), ('IKT-OVB', 22662688), ('UFA-AER', 22435644), ('KUF-GYD', 20805160), ('MCX-VKO', 20704202), ('NJC-TJM', 19950951), ('UFA-MRV', 19323067), ('VKO-SKD', 18593930), ('TJM-NJC', 18010511), ('SGC-IKT', 16341126), ('GYD-LED', 15844428), ('IKT-SGC', 15237136), ('AER-UFA', 15168895), ('TJM-OMS', 14955143), ('SGC-MRV', 13752407), ('LED-EVN', 12668191), ('SKD-VKO', 12511270), ('MRV-UFA', 12374276), ('GYD-KUF', 12301915), ('SGC-HMA', 12164961)]"
Якутия,R3,Yakutia Airlines,False,"[('VKO-AER', 203262491), ('AER-VKO', 146473195), ('VKO-OVB', 62645252), ('VKO-MRV', 60978796), ('OVB-VKO', 51235629), ('MRV-VKO', 43022480), ('VKO-MCX', 18250419), ('MCX-VKO', 15839888), ('LED-SVX', 15556344), ('YKS-VKO', 15292575), ('VKO-KGD', 15108824), ('VKO-YKS', 15051791), ('SVX-LED', 13929477), ('KGD-VKO', 13231351), ('IKT-YKS', 7275128), ('LED-VKO', 6387384), ('YKS-VVO', 5929797), ('KHV-YKS', 5851057), ('VVO-YKS', 5773823), ('YKS-IKT', 5500990), ('YKS-KHV', 4734357), ('OVB-YKS', 4699272), ('LED-YKS', 4452578), ('OVB-AER', 3990278), ('AER-OVB', 3591350), ('VKO-UFA', 3520727), ('YKS-LED', 3341534), ('YKS-OVB', 3267358), ('KHV-UUS', 3146336), ('UFA-VKO', 3070602), ('VKO-NER', 3043082), ('AER-YKS', 2911288), ('UUS-KHV', 2592899), ('YKS-AER', 2406340), ('KJA-UUD', 2357732), ('KJA-YKS', 2259731), ('OVB-NER', 2231012), ('NER-VKO', 2189589), ('VKO-ROV', 2054446), ('UUD-KJA', 2051866), ('UUD-KHV', 2043466), ('YKS-KJA', 2041571), ('KHV-UUD', 2032302), ('BQS-UUS', 1870246), ('HTA-VVO', 1657404), ('UUS-YKS', 1593577), ('NER-KHV', 1563116), ('UUS-BQS', 1459771), ('KHV-BQS', 1415980), ('SVX-YKS', 1405491), ('KHV-HTA', 1391319), ('VKO-SIP', 1385182), ('BQS-KHV', 1381286), ('HTA-KHV', 1287013), ('KHV-NER', 1250960), ('OMS-AER', 1244609), ('YKS-NER', 1178513), ('YKS-SVX', 1169290), ('YKS-UUS', 1127272), ('ROV-VKO', 1105992), ('NER-YKS', 1060231), ('VVO-BQS', 1058256), ('BQS-VVO', 1057239), ('NER-OVB', 1014508), ('VVO-HTA', 993153), ('SIP-VKO', 896065), ('UUS-PKC', 872600), ('YKS-UUD', 863727), ('BQS-YKS', 814959), ('YKS-BQS', 813079), ('UUD-YKS', 803135), ('AER-OMS', 772916), ('VKO-LED', 760054), ('AER-KJA', 685435), ('YKS-MJZ', 676606), ('PKC-UUS', 665910), ('MJZ-KHV', 658502), ('HTA-YKS', 642271), ('MJZ-YKS', 625059), ('MRV-YKS', 614482), ('KJA-AER', 603602), ('YKS-HTA', 562617), ('KHV-MJZ', 485584), ('YKS-MRV', 471138), ('YKS-HRB', 329437), ('OMS-YKS', 302337), ('VKO-NJC', 281743), ('YKS-OMS', 259612), ('NJC-VKO', 198401), ('PYJ-YKS', 189459), ('HRB-YKS', 175044), ('YKS-PYJ', 163575), ('KHV-DYR', 159115), ('VKO-NAL', 152333), ('NAL-VKO', 136602), ('DYR-KHV', 115982), ('VKO-KZN', 104360), ('VKO-IKT', 84267), ('OVB-KRR', 73096), ('IKT-VKO', 68416)]"
Ямал (авиационная транспортная компания),YC,Yamal Airlines,False,"[('TJM-AER', 35216711), ('AER-TJM', 31919354), ('DME-NUX', 22959240), ('AYT-DME', 15753948), ('TJM-NUX', 15321321), ('NUX-DME', 14009830), ('NUX-TJM', 13513987), ('SLY-TJM', 12779311), ('TJM-SLY', 12512977), ('DME-SLY', 12006354), ('DME-AYT', 11136484), ('SLY-DME', 10028315), ('NUX-UFA', 5744302), ('MRV-TJM', 5647329), ('TJM-MRV', 5266315), ('NUX-OVB', 4788605), ('UFA-NUX', 4461895), ('AER-DME', 4361678), ('DME-AER', 3852620), ('SLY-SVX', 3839148), ('LED-NUX', 3773245), ('NUX-SVX', 3680134), ('DME-NYM', 3482456), ('NUX-LED', 3322058), ('SVO-SLY', 3242975), ('SLY-SVO', 3038471), ('SVX-SLY', 2987124), ('NYM-TJM', 2962980), ('AER-SLY', 2839770), ('TJM-NOJ', 2791832), ('DME-NOJ', 2641130), ('NUX-OMS', 2514291), ('SLY-LED', 2442865), ('SLY-AER', 2395219), ('NUX-SLY', 2351951), ('SVX-NUX', 2256514), ('NOJ-DME', 2217952), ('SVX-NOJ', 2197408), ('NUX-AER', 2159265), ('OVB-NUX', 2150724), ('TJM-NYM', 2132707), ('SLY-UFA', 2002653), ('SLY-NUX', 1990153), ('UFA-DME', 1949742), ('NOJ-TJM', 1910325), ('NOJ-LED', 1872814), ('DME-EVN', 1870924), ('NYM-DME', 1858210), ('SLY-OVB', 1803188), ('TJM-LBD', 1748917), ('LED-SLY', 1641824), ('SLY-OMS', 1631952), ('DME-IST', 1537062), ('NUX-MRV', 1516686), ('EVN-DME', 1461461), ('DME-UFA', 1429141), ('NYM-SVX', 1413315), ('OMS-NUX', 1395175), ('OVB-SLY', 1362449), ('LED-NYM', 1177378), ('LED-NOJ', 1133705), ('UFA-SLY', 1104350), ('AER-NUX', 1040267), ('NYM-AER', 1019155), ('OMS-SLY', 939497), ('UFA-NOJ', 919118), ('DME-TJM', 912760), ('NYM-UFA', 869151), ('NOJ-SVX', 837178), ('UFA-NYM', 835293), ('LBD-TJM', 787291), ('NOJ-UFA', 770779), ('MRV-NUX', 770667), ('NOJ-SLY', 764751), ('IST-DME', 757143), ('SVX-NYM', 750699), ('SLY-NOJ', 743397), ('DME-SKD', 713252), ('RGK-NUX', 712496), ('NJC-LBD', 687117), ('AER-KUF', 646144), ('AER-NOJ', 611742), ('NUX-RGK', 572023), ('NOJ-AER', 565065), ('RGK-SLY', 562845), ('SLY-RGK', 531796), ('TJM-SVX', 527888), ('AER-NYM', 515824), ('TJM-DME', 511962), ('SLY-MRV', 487215), ('NOJ-OMS', 465585), ('LED-SKD', 410640), ('OMS-NOJ', 382775), ('KZN-SLY', 380280), ('AYT-KZN', 363584), ('DME-BHK', 360690), ('DME-OSS', 350556), ('SKD-DME', 345965), ('NYM-LED', 332863), ('AYT-VKO', 330525)]"
